Hechos Intradía,,,,,,
,,,,,,
"Razón Social: TV AZTECA, S.A.B. DE C.V.",,,,,,
Ticker: AZTECA,,,,,,
Serie: CPO,,,,,,
Fecha Inicial: 6/30/2014,,,,,,
Fecha Final: 7/5/2014,,,,,,
,,,,,,
Hechos,,,,,,
,,,,,,
FECHA,HORA,COMPRADOR,VENDEDOR,VOLUMEN,PRECIO,IMPORTE
3/7/2014,1:45:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.48,11429.44
3/7/2014,1:50:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.48,11429.44
3/7/2014,1:51:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,60000,7.47,448200
3/7/2014,1:52:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,100000,7.47,747000
3/7/2014,1:52:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,120000,7.47,896400
3/7/2014,1:52:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,70000,7.47,522900
3/7/2014,1:52:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,110000,7.47,821700
3/7/2014,1:52:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,180000,7.47,1344600
3/7/2014,1:52:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,160000,7.47,1195200
3/7/2014,1:52:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,70000,7.47,522900
3/7/2014,1:53:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,100000,7.47,747000
3/7/2014,1:53:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,20000,7.47,149400
3/7/2014,1:55:00 PM,UBS CASA DE BOLSA S.A.,VALORES FINAMEX,1528,7.47,11414.16
3/7/2014,2:00:00 PM,UBS CASA DE BOLSA S.A.,VALORES FINAMEX,1528,7.47,11414.16
3/7/2014,2:00:00 PM,PUNTO CASA DE BOLSA,VALORES FINAMEX,5000,7.47,37350
3/7/2014,2:04:00 PM,GRUPO BURSATIL MEXICANO,VALORES FINAMEX,1000,7.47,7470
3/7/2014,2:05:00 PM,UBS CASA DE BOLSA S.A.,VALORES FINAMEX,794,7.47,5931.18
3/7/2014,2:05:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,734,7.47,5482.98
3/7/2014,2:07:00 PM,CI CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.47,1494
3/7/2014,2:10:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.47,11414.16
3/7/2014,2:15:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.47,11414.16
3/7/2014,2:15:00 PM,CI CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.47,1494
3/7/2014,2:20:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.47,11414.16
3/7/2014,2:25:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1432,7.47,10697.04
3/7/2014,2:30:00 PM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,1229,7.49,9205.21
3/7/2014,2:30:00 PM,UBS CASA DE BOLSA S.A.,IXE CASA DE BOLSA,299,7.49,2239.51
3/7/2014,2:32:00 PM,VALORES FINAMEX,ACTINVER CASA DE BOLSA,1700,7.46,12682
3/7/2014,2:32:00 PM,DEUTSCHE SECURITIES,ACTINVER CASA DE BOLSA,13900,7.46,103694
3/7/2014,2:32:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,1186,7.46,8847.56
3/7/2014,2:32:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,424,7.46,3163.04
3/7/2014,2:33:00 PM,ACTINVER CASA DE BOLSA,CITIBANK,999,7.45,7442.55
3/7/2014,2:34:00 PM,ACTINVER CASA DE BOLSA,ACTINVER CASA DE BOLSA,8718,7.45,64949.1
3/7/2014,2:34:00 PM,ACTINVER CASA DE BOLSA,ACTINVER CASA DE BOLSA,13400,7.45,99830
3/7/2014,2:34:00 PM,CI CASA DE BOLSA,ACTINVER CASA DE BOLSA,1482,7.45,11040.9
3/7/2014,2:35:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,1186,7.46,8847.56
3/7/2014,2:35:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,342,7.46,2551.32
3/7/2014,2:35:00 PM,VECTOR CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,1658,7.46,12368.68
3/7/2014,2:35:00 PM,VECTOR CASA DE BOLSA,ACTINVER CASA DE BOLSA,342,7.46,2551.32
3/7/2014,2:37:00 PM,CI CASA DE BOLSA,ACTINVER CASA DE BOLSA,200,7.46,1492
3/7/2014,2:40:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,644,7.46,4804.24
3/7/2014,2:40:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,884,7.46,6594.64
3/7/2014,2:40:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,322,7.46,2402.12
3/7/2014,2:41:00 PM,CITIBANK,ACTINVER CASA DE BOLSA,789,7.46,5885.94
3/7/2014,2:41:00 PM,CITIBANK,ACTINVER CASA DE BOLSA,470,7.46,3506.2
3/7/2014,2:45:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,1186,7.46,8847.56
3/7/2014,2:45:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,342,7.46,2551.32
3/7/2014,2:47:00 PM,CI CASA DE BOLSA,ACTINVER CASA DE BOLSA,2518,7.45,18759.1
3/7/2014,2:47:00 PM,CI CASA DE BOLSA,ACTINVER CASA DE BOLSA,3000,7.45,22350
3/7/2014,2:47:00 PM,VALORES FINAMEX,ACTINVER CASA DE BOLSA,100,7.45,745
3/7/2014,2:47:00 PM,DEUTSCHE SECURITIES,ACTINVER CASA DE BOLSA,14100,7.45,105045
3/7/2014,2:50:00 PM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,100,7.45,745
3/7/2014,2:50:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,574,7.45,4276.3
3/7/2014,2:50:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,954,7.45,7107.3
3/7/2014,2:52:00 PM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,471,7.45,3508.95
3/7/2014,2:53:00 PM,CI CASA DE BOLSA,IXE CASA DE BOLSA,554,7.49,4149.46
3/7/2014,2:55:00 PM,UBS CASA DE BOLSA S.A.,UBS CASA DE BOLSA S.A.,1610,7.48,12042.8
3/7/2014,2:55:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1502,7.48,11234.96
3/7/2014,2:55:00 PM,UBS CASA DE BOLSA S.A.,VECTOR CASA DE BOLSA,1288,7.46,9608.48
3/7/2014,2:55:00 PM,ACTINVER CASA DE BOLSA,VECTOR CASA DE BOLSA,1712,7.45,12754.4
3/7/2014,2:58:00 PM,ACTINVER CASA DE BOLSA,UBS CASA DE BOLSA S.A.,644,7.45,4797.8
4/7/2014,11:20:00 AM,INTERACCIONES CASA DE BOL,CITIBANK,2000,7.44,14880
4/7/2014,11:20:00 AM,INTERACCIONES CASA DE BOL,INVERSORA BURSATIL,1000,7.5,7500
4/7/2014,11:20:00 AM,UBS CASA DE BOLSA S.A.,VALORES FINAMEX,643,7.44,4783.92
4/7/2014,11:20:00 AM,UBS CASA DE BOLSA S.A.,VALORES FINAMEX,100,7.43,743
4/7/2014,11:52:00 AM,UBS CASA DE BOLSA S.A.,VALORES FINAMEX,100,7.43,743
4/7/2014,12:25:00 PM,ACTINVER CASA DE BOLSA,UBS CASA DE BOLSA S.A.,843,7.43,6263.49
4/7/2014,12:57:00 PM,ACTINVER CASA DE BOLSA,CITIBANK,4157,7.43,30886.51
4/7/2014,12:57:00 PM,DEUTSCHE SECURITIES,CITIBANK,1229,7.43,9131.47
4/7/2014,1:22:00 PM,VECTOR CASA DE BOLSA,GRUPO BURSATIL MEXICANO,8000,7.42,59360
4/7/2014,1:22:00 PM,DEUTSCHE SECURITIES,GRUPO BURSATIL MEXICANO,11800,7.42,87556
4/7/2014,1:42:00 PM,ACTINVER CASA DE BOLSA,ACTINVER CASA DE BOLSA,300,7.42,2226
4/7/2014,1:42:00 PM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,200,7.42,1484
4/7/2014,1:42:00 PM,CITIBANK,ACTINVER CASA DE BOLSA,134,7.42,994.28
4/7/2014,2:47:00 PM,INTERACCIONES CASA DE BOL,ACTINVER CASA DE BOLSA,7000,7.42,51940
4/7/2014,2:48:00 PM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,5000,7.41,37050
4/7/2014,2:49:00 PM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.41,1482
